response_id,employee_id,survey_date,engagement_score,open_text_comment
R03593,E0727,2024-12-01,4,The culture encourages learning and innovation.
R03594,E0727,2025-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R03595,E0727,2025-12-01,1,Workload is high and expectations are unclear.
R03596,E0728,2023-06-01,4,The culture encourages learning and innovation.
R03597,E0728,2023-12-01,4,I feel valued and have autonomy in my work.
R03598,E0728,2024-06-01,4,The culture encourages learning and innovation.
R03599,E0728,2024-12-01,4,Team collaboration is strong and leadership is supportive.
R03600,E0728,2025-06-01,3,Work is steady but processes could improve.
R03601,E0728,2025-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R03602,E0729,2023-06-01,3,Work is steady but processes could improve.
R03603,E0729,2023-12-01,4,I feel valued and have autonomy in my work.
R03604,E0729,2024-06-01,4,Team collaboration is strong and leadership is supportive.
R03605,E0729,2024-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R03606,E0729,2025-06-01,4,Team collaboration is strong and leadership is supportive.
R03607,E0729,2025-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R03608,E0730,2023-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R03609,E0730,2024-06-01,4,Team collaboration is strong and leadership is supportive.
R03610,E0730,2024-12-01,5,I feel valued and have autonomy in my work.
R03611,E0730,2025-06-01,1,Leadership communication lacks clarity.
R03612,E0730,2025-12-01,1,Leadership communication lacks clarity.
R03613,E0731,2023-06-01,1,Leadership communication lacks clarity.
R03614,E0731,2023-12-01,3,Work is steady but processes could improve.
R03615,E0731,2024-06-01,2,Workload is high and expectations are unclear.
R03616,E0731,2024-12-01,5,Team collaboration is strong and leadership is supportive.
R03617,E0731,2025-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R03618,E0731,2025-12-01,4,I feel valued and have autonomy in my work.
R03619,E0732,2023-06-01,1,Leadership communication lacks clarity.
R03620,E0732,2023-12-01,5,I feel valued and have autonomy in my work.
R03621,E0732,2024-06-01,1,Workload is high and expectations are unclear.
R03622,E0732,2024-12-01,2,Leadership communication lacks clarity.
R03623,E0732,2025-06-01,5,I feel valued and have autonomy in my work.
R03624,E0732,2025-12-01,2,Leadership communication lacks clarity.
R03625,E0733,2023-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R03626,E0734,2023-06-01,1,Leadership communication lacks clarity.
R03627,E0734,2023-12-01,2,Leadership communication lacks clarity.
R03628,E0734,2024-06-01,3,Tools are fine though coordination can improve.
R03629,E0734,2024-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R03630,E0734,2025-06-01,2,Leadership communication lacks clarity.
R03631,E0734,2025-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R03632,E0736,2023-06-01,1,Leadership communication lacks clarity.
R03633,E0736,2023-12-01,1,Leadership communication lacks clarity.
R03634,E0736,2024-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R03635,E0736,2024-12-01,3,Work is steady but processes could improve.
R03636,E0736,2025-06-01,3,Tools are fine though coordination can improve.
R03637,E0736,2025-12-01,2,Leadership communication lacks clarity.
R03638,E0737,2023-06-01,5,Team collaboration is strong and leadership is supportive.
R03639,E0737,2023-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R03640,E0737,2024-06-01,2,Leadership communication lacks clarity.
R03641,E0737,2024-12-01,2,Leadership communication lacks clarity.
R03642,E0737,2025-06-01,3,Communication is acceptable but priorities shift sometimes.
R03643,E0737,2025-12-01,5,I feel valued and have autonomy in my work.
R03644,E0738,2023-06-01,4,Team collaboration is strong and leadership is supportive.
R03645,E0738,2023-12-01,5,Team collaboration is strong and leadership is supportive.
R03646,E0738,2024-06-01,3,Work is steady but processes could improve.
R03647,E0738,2024-12-01,3,Work is steady but processes could improve.
R03648,E0738,2025-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R03649,E0738,2025-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R03650,E0739,2023-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R03651,E0739,2023-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R03652,E0739,2024-06-01,5,Team collaboration is strong and leadership is supportive.
R03653,E0739,2024-12-01,5,Team collaboration is strong and leadership is supportive.
R03654,E0739,2025-06-01,3,Tools are fine though coordination can improve.
R03655,E0739,2025-12-01,5,The culture encourages learning and innovation.
R03656,E0740,2023-06-01,5,The culture encourages learning and innovation.
R03657,E0740,2023-12-01,4,The culture encourages learning and innovation.
R03658,E0740,2024-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R03659,E0740,2024-12-01,3,Work is steady but processes could improve.
R03660,E0740,2025-06-01,4,Team collaboration is strong and leadership is supportive.
R03661,E0740,2025-12-01,3,Tools are fine though coordination can improve.
R03662,E0741,2024-12-01,4,I feel valued and have autonomy in my work.
R03663,E0741,2025-06-01,4,I feel valued and have autonomy in my work.
R03664,E0741,2025-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R03665,E0742,2023-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R03666,E0742,2024-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R03667,E0742,2024-12-01,5,I feel valued and have autonomy in my work.
R03668,E0742,2025-06-01,5,I feel valued and have autonomy in my work.
R03669,E0742,2025-12-01,3,Communication is acceptable but priorities shift sometimes.
R03670,E0743,2023-12-01,3,Tools are fine though coordination can improve.
R03671,E0743,2024-06-01,1,Leadership communication lacks clarity.
R03672,E0743,2024-12-01,1,Workload is high and expectations are unclear.
R03673,E0743,2025-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R03674,E0743,2025-12-01,5,The culture encourages learning and innovation.
R03675,E0744,2023-06-01,5,The culture encourages learning and innovation.
R03676,E0744,2023-12-01,2,Leadership communication lacks clarity.
R03677,E0744,2024-06-01,3,Tools are fine though coordination can improve.
R03678,E0744,2024-12-01,1,Leadership communication lacks clarity.
R03679,E0744,2025-06-01,1,Workload is high and expectations are unclear.
R03680,E0744,2025-12-01,3,Communication is acceptable but priorities shift sometimes.
R03681,E0745,2023-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R03682,E0745,2023-12-01,5,Team collaboration is strong and leadership is supportive.
R03683,E0745,2024-06-01,4,The culture encourages learning and innovation.
R03684,E0745,2024-12-01,5,The culture encourages learning and innovation.
R03685,E0745,2025-06-01,2,Leadership communication lacks clarity.
R03686,E0745,2025-12-01,3,Tools are fine though coordination can improve.
R03687,E0746,2023-06-01,1,Workload is high and expectations are unclear.
R03688,E0746,2023-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R03689,E0746,2024-06-01,2,Workload is high and expectations are unclear.
R03690,E0746,2024-12-01,3,Work is steady but processes could improve.
R03691,E0746,2025-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R03692,E0746,2025-12-01,2,Leadership communication lacks clarity.
R03693,E0747,2024-12-01,5,Team collaboration is strong and leadership is supportive.
R03694,E0747,2025-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R03695,E0747,2025-12-01,2,Leadership communication lacks clarity.
R03696,E0748,2023-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R03697,E0748,2023-12-01,1,Workload is high and expectations are unclear.
R03698,E0748,2024-06-01,3,Work is steady but processes could improve.
R03699,E0748,2024-12-01,4,Team collaboration is strong and leadership is supportive.
R03700,E0748,2025-06-01,3,Communication is acceptable but priorities shift sometimes.
R03701,E0748,2025-12-01,1,Workload is high and expectations are unclear.
R03702,E0749,2023-06-01,2,Leadership communication lacks clarity.
R03703,E0749,2023-12-01,2,Leadership communication lacks clarity.
R03704,E0749,2024-06-01,3,Communication is acceptable but priorities shift sometimes.
R03705,E0749,2024-12-01,5,The culture encourages learning and innovation.
R03706,E0749,2025-06-01,3,Work is steady but processes could improve.
R03707,E0749,2025-12-01,3,Communication is acceptable but priorities shift sometimes.
R03708,E0750,2023-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R03709,E0750,2023-12-01,4,I feel valued and have autonomy in my work.
R03710,E0750,2024-06-01,3,Work is steady but processes could improve.
R03711,E0750,2024-12-01,4,I feel valued and have autonomy in my work.
R03712,E0750,2025-06-01,5,Team collaboration is strong and leadership is supportive.
R03713,E0750,2025-12-01,4,Team collaboration is strong and leadership is supportive.
R03714,E0751,2023-06-01,4,Team collaboration is strong and leadership is supportive.
R03715,E0751,2023-12-01,2,Workload is high and expectations are unclear.
R03716,E0751,2024-06-01,1,Workload is high and expectations are unclear.
R03717,E0751,2024-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R03718,E0751,2025-06-01,1,Workload is high and expectations are unclear.
R03719,E0751,2025-12-01,5,I feel valued and have autonomy in my work.
R03720,E0752,2023-06-01,2,Leadership communication lacks clarity.
R03721,E0752,2023-12-01,3,Tools are fine though coordination can improve.
R03722,E0752,2024-06-01,4,I feel valued and have autonomy in my work.
R03723,E0752,2024-12-01,5,I feel valued and have autonomy in my work.
R03724,E0752,2025-06-01,3,Tools are fine though coordination can improve.
R03725,E0752,2025-12-01,3,Work is steady but processes could improve.
R03726,E0753,2023-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R03727,E0753,2023-12-01,2,Workload is high and expectations are unclear.
R03728,E0753,2024-06-01,5,I feel valued and have autonomy in my work.
R03729,E0753,2024-12-01,2,Workload is high and expectations are unclear.
R03730,E0753,2025-06-01,5,Team collaboration is strong and leadership is supportive.
R03731,E0753,2025-12-01,4,I feel valued and have autonomy in my work.
R03732,E0754,2024-06-01,1,Workload is high and expectations are unclear.
R03733,E0754,2024-12-01,2,Workload is high and expectations are unclear.
R03734,E0754,2025-06-01,4,Team collaboration is strong and leadership is supportive.
R03735,E0754,2025-12-01,1,Leadership communication lacks clarity.
R03736,E0755,2023-06-01,1,Workload is high and expectations are unclear.
R03737,E0755,2023-12-01,4,The culture encourages learning and innovation.
R03738,E0755,2024-06-01,3,Communication is acceptable but priorities shift sometimes.
R03739,E0755,2024-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R03740,E0755,2025-06-01,5,Team collaboration is strong and leadership is supportive.
R03741,E0755,2025-12-01,5,Team collaboration is strong and leadership is supportive.
R03742,E0756,2023-06-01,2,Leadership communication lacks clarity.
R03743,E0756,2023-12-01,3,Work is steady but processes could improve.
R03744,E0756,2024-06-01,5,Team collaboration is strong and leadership is supportive.
R03745,E0756,2024-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R03746,E0756,2025-06-01,3,Work is steady but processes could improve.
R03747,E0756,2025-12-01,3,Communication is acceptable but priorities shift sometimes.
R03748,E0757,2023-06-01,2,Leadership communication lacks clarity.
R03749,E0757,2023-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R03750,E0757,2024-06-01,4,Team collaboration is strong and leadership is supportive.
R03751,E0757,2024-12-01,3,Tools are fine though coordination can improve.
R03752,E0757,2025-06-01,1,Workload is high and expectations are unclear.
R03753,E0757,2025-12-01,2,Leadership communication lacks clarity.
R03754,E0758,2023-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R03755,E0758,2024-06-01,4,Team collaboration is strong and leadership is supportive.
R03756,E0758,2024-12-01,4,Team collaboration is strong and leadership is supportive.
R03757,E0758,2025-06-01,2,Leadership communication lacks clarity.
R03758,E0758,2025-12-01,5,I feel valued and have autonomy in my work.
R03759,E0759,2023-06-01,5,Team collaboration is strong and leadership is supportive.
R03760,E0759,2023-12-01,2,Leadership communication lacks clarity.
R03761,E0759,2024-06-01,3,Work is steady but processes could improve.
R03762,E0759,2024-12-01,1,Leadership communication lacks clarity.
R03763,E0759,2025-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R03764,E0759,2025-12-01,5,The culture encourages learning and innovation.
R03765,E0760,2023-06-01,1,Leadership communication lacks clarity.
R03766,E0760,2023-12-01,2,Leadership communication lacks clarity.
R03767,E0760,2024-06-01,3,Communication is acceptable but priorities shift sometimes.
R03768,E0761,2023-06-01,1,Workload is high and expectations are unclear.
R03769,E0761,2023-12-01,1,Leadership communication lacks clarity.
R03770,E0762,2023-12-01,2,Workload is high and expectations are unclear.
R03771,E0762,2024-06-01,4,Team collaboration is strong and leadership is supportive.
R03772,E0762,2024-12-01,5,Team collaboration is strong and leadership is supportive.
R03773,E0762,2025-06-01,4,The culture encourages learning and innovation.
R03774,E0762,2025-12-01,1,Workload is high and expectations are unclear.
R03775,E0763,2023-06-01,1,Leadership communication lacks clarity.
R03776,E0763,2023-12-01,5,Team collaboration is strong and leadership is supportive.
R03777,E0763,2024-06-01,1,Leadership communication lacks clarity.
R03778,E0763,2024-12-01,4,The culture encourages learning and innovation.
R03779,E0763,2025-06-01,4,I feel valued and have autonomy in my work.
R03780,E0763,2025-12-01,5,I feel valued and have autonomy in my work.
R03781,E0764,2023-12-01,4,The culture encourages learning and innovation.
R03782,E0764,2024-06-01,2,Leadership communication lacks clarity.
R03783,E0764,2024-12-01,4,The culture encourages learning and innovation.
R03784,E0764,2025-06-01,3,Communication is acceptable but priorities shift sometimes.
R03785,E0764,2025-12-01,4,I feel valued and have autonomy in my work.
R03786,E0765,2023-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R03787,E0765,2023-12-01,5,I feel valued and have autonomy in my work.
R03788,E0765,2024-06-01,2,Workload is high and expectations are unclear.
R03789,E0765,2024-12-01,3,Tools are fine though coordination can improve.
R03790,E0765,2025-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R03791,E0765,2025-12-01,3,Work is steady but processes could improve.
R03792,E0766,2023-06-01,3,Tools are fine though coordination can improve.
R03793,E0766,2023-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R03794,E0766,2024-06-01,3,Work is steady but processes could improve.
R03795,E0766,2024-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R03796,E0766,2025-06-01,4,The culture encourages learning and innovation.
R03797,E0766,2025-12-01,5,Team collaboration is strong and leadership is supportive.
R03798,E0767,2023-06-01,4,Team collaboration is strong and leadership is supportive.
R03799,E0767,2023-12-01,3,Work is steady but processes could improve.
R03800,E0767,2024-06-01,4,I feel valued and have autonomy in my work.
R03801,E0767,2024-12-01,4,I feel valued and have autonomy in my work.
R03802,E0767,2025-06-01,4,I feel valued and have autonomy in my work.
R03803,E0767,2025-12-01,4,I feel valued and have autonomy in my work.
R03804,E0768,2023-06-01,3,Communication is acceptable but priorities shift sometimes.
R03805,E0768,2023-12-01,3,Tools are fine though coordination can improve.
R03806,E0768,2024-06-01,4,Team collaboration is strong and leadership is supportive.
R03807,E0768,2024-12-01,5,Team collaboration is strong and leadership is supportive.
R03808,E0768,2025-06-01,2,Workload is high and expectations are unclear.
R03809,E0768,2025-12-01,2,Leadership communication lacks clarity.
R03810,E0769,2024-12-01,2,Leadership communication lacks clarity.
R03811,E0769,2025-06-01,5,I feel valued and have autonomy in my work.
R03812,E0769,2025-12-01,4,The culture encourages learning and innovation.
R03813,E0770,2023-06-01,4,I feel valued and have autonomy in my work.
R03814,E0770,2023-12-01,3,Work is steady but processes could improve.
R03815,E0770,2024-06-01,4,Team collaboration is strong and leadership is supportive.
R03816,E0771,2024-06-01,4,Team collaboration is strong and leadership is supportive.
R03817,E0771,2024-12-01,5,The culture encourages learning and innovation.
R03818,E0771,2025-06-01,4,I feel valued and have autonomy in my work.
R03819,E0771,2025-12-01,5,I feel valued and have autonomy in my work.
R03820,E0772,2025-06-01,1,Workload is high and expectations are unclear.
R03821,E0772,2025-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R03822,E0773,2024-06-01,5,Team collaboration is strong and leadership is supportive.
R03823,E0773,2024-12-01,4,The culture encourages learning and innovation.
R03824,E0773,2025-06-01,4,Team collaboration is strong and leadership is supportive.
R03825,E0773,2025-12-01,4,Team collaboration is strong and leadership is supportive.
R03826,E0774,2023-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R03827,E0774,2023-12-01,5,The culture encourages learning and innovation.
R03828,E0774,2024-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R03829,E0774,2024-12-01,5,Team collaboration is strong and leadership is supportive.
R03830,E0774,2025-06-01,4,The culture encourages learning and innovation.
R03831,E0774,2025-12-01,2,Workload is high and expectations are unclear.
R03832,E0775,2023-06-01,4,I feel valued and have autonomy in my work.
R03833,E0775,2023-12-01,4,Team collaboration is strong and leadership is supportive.
R03834,E0775,2024-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R03835,E0775,2024-12-01,3,Tools are fine though coordination can improve.
R03836,E0775,2025-06-01,5,The culture encourages learning and innovation.
R03837,E0775,2025-12-01,1,Leadership communication lacks clarity.
R03838,E0776,2023-06-01,1,Workload is high and expectations are unclear.
R03839,E0776,2023-12-01,1,Workload is high and expectations are unclear.
R03840,E0776,2024-06-01,1,Workload is high and expectations are unclear.
R03841,E0776,2024-12-01,3,Work is steady but processes could improve.
R03842,E0776,2025-06-01,3,Communication is acceptable but priorities shift sometimes.
R03843,E0776,2025-12-01,2,Leadership communication lacks clarity.
R03844,E0777,2023-06-01,2,Workload is high and expectations are unclear.
R03845,E0777,2023-12-01,3,Work is steady but processes could improve.
R03846,E0777,2024-06-01,3,Tools are fine though coordination can improve.
R03847,E0777,2024-12-01,3,Tools are fine though coordination can improve.
R03848,E0777,2025-06-01,4,I feel valued and have autonomy in my work.
R03849,E0777,2025-12-01,3,Tools are fine though coordination can improve.
R03850,E0778,2024-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R03851,E0778,2025-06-01,3,Work is steady but processes could improve.
R03852,E0778,2025-12-01,5,Team collaboration is strong and leadership is supportive.
R03853,E0779,2023-06-01,2,Workload is high and expectations are unclear.
R03854,E0779,2023-12-01,4,Team collaboration is strong and leadership is supportive.
R03855,E0780,2023-06-01,5,The culture encourages learning and innovation.
R03856,E0780,2023-12-01,4,Team collaboration is strong and leadership is supportive.
R03857,E0780,2024-06-01,5,The culture encourages learning and innovation.
R03858,E0780,2024-12-01,4,The culture encourages learning and innovation.
R03859,E0780,2025-06-01,3,Tools are fine though coordination can improve.
R03860,E0780,2025-12-01,2,Workload is high and expectations are unclear.
R03861,E0781,2023-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R03862,E0781,2023-12-01,1,Workload is high and expectations are unclear.
R03863,E0781,2024-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R03864,E0781,2024-12-01,4,I feel valued and have autonomy in my work.
R03865,E0781,2025-06-01,4,Team collaboration is strong and leadership is supportive.
R03866,E0781,2025-12-01,1,Leadership communication lacks clarity.
R03867,E0782,2023-06-01,3,Communication is acceptable but priorities shift sometimes.
R03868,E0782,2023-12-01,5,The culture encourages learning and innovation.
R03869,E0782,2024-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R03870,E0782,2024-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R03871,E0782,2025-06-01,5,I feel valued and have autonomy in my work.
R03872,E0782,2025-12-01,3,Work is steady but processes could improve.
R03873,E0784,2024-12-01,3,Work is steady but processes could improve.
R03874,E0784,2025-06-01,2,Workload is high and expectations are unclear.
R03875,E0785,2023-06-01,5,I feel valued and have autonomy in my work.
R03876,E0786,2023-06-01,4,Team collaboration is strong and leadership is supportive.
R03877,E0786,2023-12-01,1,Leadership communication lacks clarity.
R03878,E0786,2024-06-01,2,Leadership communication lacks clarity.
R03879,E0786,2024-12-01,3,Communication is acceptable but priorities shift sometimes.
R03880,E0786,2025-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R03881,E0787,2023-06-01,5,I feel valued and have autonomy in my work.
R03882,E0787,2023-12-01,1,Leadership communication lacks clarity.
R03883,E0787,2024-06-01,5,I feel valued and have autonomy in my work.
R03884,E0787,2024-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R03885,E0787,2025-06-01,3,Work is steady but processes could improve.
R03886,E0787,2025-12-01,5,I feel valued and have autonomy in my work.
R03887,E0788,2023-06-01,5,Team collaboration is strong and leadership is supportive.
R03888,E0788,2023-12-01,4,I feel valued and have autonomy in my work.
R03889,E0788,2024-06-01,2,Workload is high and expectations are unclear.
R03890,E0788,2024-12-01,2,Leadership communication lacks clarity.
R03891,E0788,2025-06-01,3,Communication is acceptable but priorities shift sometimes.
R03892,E0788,2025-12-01,4,I feel valued and have autonomy in my work.
R03893,E0789,2023-06-01,3,Work is steady but processes could improve.
R03894,E0789,2023-12-01,3,Tools are fine though coordination can improve.
R03895,E0789,2024-06-01,4,The culture encourages learning and innovation.
R03896,E0789,2024-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R03897,E0789,2025-06-01,5,Team collaboration is strong and leadership is supportive.
R03898,E0789,2025-12-01,2,Leadership communication lacks clarity.
R03899,E0790,2023-06-01,1,Leadership communication lacks clarity.
R03900,E0790,2023-12-01,5,Team collaboration is strong and leadership is supportive.
R03901,E0790,2024-06-01,3,Communication is acceptable but priorities shift sometimes.
R03902,E0790,2024-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R03903,E0790,2025-06-01,4,I feel valued and have autonomy in my work.
R03904,E0790,2025-12-01,1,Leadership communication lacks clarity.
R03905,E0791,2023-06-01,3,Tools are fine though coordination can improve.
R03906,E0791,2023-12-01,4,I feel valued and have autonomy in my work.
R03907,E0791,2024-06-01,3,Tools are fine though coordination can improve.
R03908,E0791,2024-12-01,4,I feel valued and have autonomy in my work.
R03909,E0791,2025-06-01,3,Work is steady but processes could improve.
R03910,E0791,2025-12-01,3,Tools are fine though coordination can improve.
R03911,E0792,2023-06-01,3,Tools are fine though coordination can improve.
R03912,E0792,2023-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R03913,E0792,2024-06-01,3,Communication is acceptable but priorities shift sometimes.
R03914,E0792,2024-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R03915,E0792,2025-06-01,1,Leadership communication lacks clarity.
R03916,E0792,2025-12-01,3,Tools are fine though coordination can improve.
R03917,E0793,2023-06-01,1,Workload is high and expectations are unclear.
R03918,E0793,2023-12-01,2,Workload is high and expectations are unclear.
R03919,E0793,2024-06-01,2,Workload is high and expectations are unclear.
R03920,E0793,2024-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R03921,E0793,2025-06-01,1,Workload is high and expectations are unclear.
R03922,E0793,2025-12-01,5,Team collaboration is strong and leadership is supportive.
R03923,E0794,2023-06-01,1,Workload is high and expectations are unclear.
R03924,E0794,2023-12-01,1,Leadership communication lacks clarity.
R03925,E0794,2024-06-01,1,Leadership communication lacks clarity.
R03926,E0794,2024-12-01,3,Tools are fine though coordination can improve.
R03927,E0794,2025-06-01,1,Workload is high and expectations are unclear.
R03928,E0794,2025-12-01,5,The culture encourages learning and innovation.
R03929,E0795,2023-06-01,4,The culture encourages learning and innovation.
R03930,E0795,2023-12-01,3,Tools are fine though coordination can improve.
R03931,E0795,2024-06-01,1,Leadership communication lacks clarity.
R03932,E0795,2024-12-01,1,Workload is high and expectations are unclear.
R03933,E0795,2025-06-01,2,Workload is high and expectations are unclear.
R03934,E0795,2025-12-01,1,Workload is high and expectations are unclear.
R03935,E0796,2023-12-01,1,Leadership communication lacks clarity.
R03936,E0796,2024-06-01,1,Workload is high and expectations are unclear.
R03937,E0796,2024-12-01,4,The culture encourages learning and innovation.
R03938,E0796,2025-06-01,2,Workload is high and expectations are unclear.
R03939,E0796,2025-12-01,1,Leadership communication lacks clarity.
R03940,E0797,2023-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R03941,E0797,2023-12-01,3,Tools are fine though coordination can improve.
R03942,E0797,2024-06-01,5,Team collaboration is strong and leadership is supportive.
R03943,E0797,2024-12-01,4,Team collaboration is strong and leadership is supportive.
R03944,E0797,2025-06-01,4,The culture encourages learning and innovation.
R03945,E0797,2025-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R03946,E0798,2023-06-01,3,Tools are fine though coordination can improve.
R03947,E0798,2023-12-01,5,Team collaboration is strong and leadership is supportive.
R03948,E0798,2024-06-01,4,Team collaboration is strong and leadership is supportive.
R03949,E0798,2024-12-01,5,Team collaboration is strong and leadership is supportive.
R03950,E0798,2025-06-01,1,Workload is high and expectations are unclear.
R03951,E0798,2025-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R03952,E0799,2024-12-01,2,Leadership communication lacks clarity.
R03953,E0800,2025-06-01,5,Team collaboration is strong and leadership is supportive.
R03954,E0800,2025-12-01,1,Leadership communication lacks clarity.
R03955,E0801,2023-06-01,1,Workload is high and expectations are unclear.
R03956,E0801,2023-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R03957,E0801,2024-06-01,2,Workload is high and expectations are unclear.
R03958,E0801,2024-12-01,4,The culture encourages learning and innovation.
R03959,E0801,2025-06-01,5,I feel valued and have autonomy in my work.
R03960,E0801,2025-12-01,5,I feel valued and have autonomy in my work.
R03961,E0802,2023-06-01,5,The culture encourages learning and innovation.
R03962,E0802,2023-12-01,3,Work is steady but processes could improve.
R03963,E0802,2024-06-01,4,I feel valued and have autonomy in my work.
R03964,E0802,2024-12-01,3,Tools are fine though coordination can improve.
R03965,E0802,2025-06-01,2,Leadership communication lacks clarity.
R03966,E0802,2025-12-01,1,Leadership communication lacks clarity.
R03967,E0803,2023-06-01,3,Communication is acceptable but priorities shift sometimes.
R03968,E0803,2023-12-01,2,Workload is high and expectations are unclear.
R03969,E0803,2024-06-01,1,Workload is high and expectations are unclear.
R03970,E0803,2024-12-01,4,I feel valued and have autonomy in my work.
R03971,E0803,2025-06-01,1,Leadership communication lacks clarity.
R03972,E0803,2025-12-01,4,Team collaboration is strong and leadership is supportive.
R03973,E0804,2023-06-01,4,Team collaboration is strong and leadership is supportive.
R03974,E0804,2023-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R03975,E0804,2024-06-01,5,I feel valued and have autonomy in my work.
R03976,E0804,2024-12-01,5,The culture encourages learning and innovation.
R03977,E0804,2025-06-01,1,Leadership communication lacks clarity.
R03978,E0804,2025-12-01,3,Tools are fine though coordination can improve.
R03979,E0805,2023-12-01,3,Communication is acceptable but priorities shift sometimes.
R03980,E0805,2024-06-01,3,Tools are fine though coordination can improve.
R03981,E0805,2024-12-01,4,I feel valued and have autonomy in my work.
R03982,E0805,2025-06-01,4,I feel valued and have autonomy in my work.
R03983,E0805,2025-12-01,4,I feel valued and have autonomy in my work.
R03984,E0806,2023-06-01,5,The culture encourages learning and innovation.
R03985,E0806,2023-12-01,2,Workload is high and expectations are unclear.
R03986,E0806,2024-06-01,5,Team collaboration is strong and leadership is supportive.
R03987,E0806,2024-12-01,1,Leadership communication lacks clarity.
R03988,E0806,2025-06-01,3,Communication is acceptable but priorities shift sometimes.
R03989,E0806,2025-12-01,4,I feel valued and have autonomy in my work.
R03990,E0807,2023-06-01,3,Communication is acceptable but priorities shift sometimes.
R03991,E0808,2023-06-01,4,I feel valued and have autonomy in my work.
R03992,E0808,2023-12-01,4,Team collaboration is strong and leadership is supportive.
R03993,E0808,2024-06-01,2,Leadership communication lacks clarity.
R03994,E0808,2024-12-01,4,I feel valued and have autonomy in my work.
R03995,E0808,2025-06-01,1,Workload is high and expectations are unclear.
R03996,E0808,2025-12-01,3,Communication is acceptable but priorities shift sometimes.
R03997,E0809,2023-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R03998,E0809,2023-12-01,3,Work is steady but processes could improve.
R03999,E0809,2024-06-01,4,The culture encourages learning and innovation.
R04000,E0809,2024-12-01,2,Workload is high and expectations are unclear.
R04001,E0809,2025-06-01,5,Team collaboration is strong and leadership is supportive.
R04002,E0809,2025-12-01,2,Workload is high and expectations are unclear.
R04003,E0810,2023-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R04004,E0810,2023-12-01,4,Team collaboration is strong and leadership is supportive.
R04005,E0810,2024-06-01,3,Communication is acceptable but priorities shift sometimes.
R04006,E0810,2024-12-01,2,Workload is high and expectations are unclear.
R04007,E0810,2025-06-01,4,I feel valued and have autonomy in my work.
